index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
107,2.562098248,12.514107415,-1.794305516,0.600000000,0.600000000,11.932204896,-1.940556871,13.096009933,-1.648054161
108,2.586043091,12.508073839,-1.771133302,0.600000000,0.600000000,11.928738682,-1.927244721,13.087408997,-1.615021883
109,2.609987935,12.501647652,-1.748066884,0.600000000,0.600000000,11.925046917,-1.913993349,13.078248388,-1.582140419
110,2.633932778,12.494830706,-1.725112913,0.600000000,0.600000000,11.921130665,-1.900806576,13.068530747,-1.549419250
111,2.657877622,12.487624967,-1.702278009,0.600000000,0.600000000,11.916991057,-1.887688206,13.058258877,-1.516867812
112,2.681822465,12.480032512,-1.679568756,0.600000000,0.600000000,11.912629286,-1.874642021,13.047435739,-1.484495492
113,2.705767309,12.472055532,-1.656991703,0.600000000,0.600000000,11.908046609,-1.861671783,13.036064455,-1.452311624
114,2.729712152,12.463696327,-1.634553361,0.600000000,0.600000000,11.903244349,-1.848781232,13.024148304,-1.420325490
115,2.753656996,12.454957306,-1.612260200,0.600000000,0.600000000,11.898223889,-1.835974086,13.011690722,-1.388546313
116,2.777601839,12.445840990,-1.590118648,0.600000000,0.600000000,11.892986679,-1.823254038,12.998695302,-1.356983257
117,2.801546682,12.436350008,-1.568135091,0.600000000,0.600000000,11.887534227,-1.810624756,12.985165790,-1.325645425
118,2.825491526,12.426487098,-1.546315867,0.600000000,0.600000000,11.881868107,-1.798089882,12.971106089,-1.294541852
119,2.849436369,12.416255102,-1.524667269,0.600000000,0.600000000,11.875989951,-1.785653030,12.956520252,-1.263681508
120,2.873381213,12.405656971,-1.503195540,0.600000000,0.600000000,11.869901456,-1.773317787,12.941412486,-1.233073293
121,2.897326056,12.394695762,-1.481906871,0.600000000,0.600000000,11.863604377,-1.761087709,12.925787148,-1.202726032
122,2.921270900,12.383374636,-1.460807401,0.600000000,0.600000000,11.857100530,-1.748966325,12.909648742,-1.172648477
123,2.945215743,12.371696857,-1.439903215,0.600000000,0.600000000,11.850391790,-1.736957128,12.893001924,-1.142849302
124,2.969160586,12.359665793,-1.419200340,0.600000000,0.600000000,11.843480092,-1.725063582,12.875851493,-1.113337098
125,2.993105430,12.347284912,-1.398704747,0.600000000,0.600000000,11.836367430,-1.713289117,12.858202395,-1.084120377
126,3.017050273,12.334557786,-1.378422346,0.600000000,0.600000000,11.829055853,-1.701637129,12.840059719,-1.055207564
127,3.040995117,12.321488084,-1.358358986,0.600000000,0.600000000,11.821547471,-1.690110976,12.821428698,-1.026606996
128,3.064939960,12.308079576,-1.338520452,0.600000000,0.600000000,11.813844448,-1.678713984,12.802314703,-0.998326921
129,3.088884804,12.294336127,-1.318912466,0.600000000,0.600000000,11.805949007,-1.667449437,12.782723247,-0.970375494
130,3.112829647,12.280261701,-1.299540680,0.600000000,0.600000000,11.797863423,-1.656320586,12.762659979,-0.942760775
131,3.136774491,12.265860357,-1.280410683,0.600000000,0.600000000,11.789590029,-1.645330639,12.742130685,-0.915490727
132,3.160719334,12.251136247,-1.261527989,0.600000000,0.600000000,11.781131209,-1.634482765,12.721141285,-0.888573214
