side,index,s_m,x_m,y_m,width_from_center_m
left,355,8.712342125,7.062308196,-1.736109946,0.600000000
left,356,8.735975211,7.022475063,-1.734469239,0.600000000
left,357,8.759642863,6.983067097,-1.731789283,0.600000000
left,358,8.783360555,6.944148387,-1.728123334,0.600000000
left,359,8.807142334,6.905775206,-1.723530215,0.600000000
left,360,8.831000697,6.867995674,-1.718073001,0.600000000
left,361,8.854946503,6.830849705,-1.711817738,0.600000000
left,362,8.878988911,6.794369209,-1.704832244,0.600000000
left,363,8.903135341,6.758578502,-1.697185034,0.600000000
left,364,8.927391467,6.723494877,-1.688944379,0.600000000
left,365,8.951761234,6.689129289,-1.680177528,0.600000000
left,366,8.976246890,6.655487108,-1.670950078,0.600000000
left,367,9.000849044,6.622568896,-1.661325492,0.600000000
left,368,9.025566739,6.590371180,-1.651364751,0.600000000
left,369,9.050397543,6.558887192,-1.641126117,0.600000000
left,370,9.075337641,6.528107556,-1.630664992,0.600000000
left,371,9.100381953,6.498020910,-1.620033857,0.600000000
left,372,9.125524247,6.468614454,-1.609282256,0.600000000
left,373,9.150757266,6.439874430,-1.598456837,0.600000000
left,374,9.176072854,6.411786512,-1.587601405,0.600000000
left,375,9.201462087,6.384336138,-1.576756998,0.600000000
left,376,9.226915405,6.357508764,-1.565961964,0.600000000
left,377,9.252422745,6.331290055,-1.555252041,0.600000000
left,378,9.277973670,6.305666020,-1.544660425,0.600000000
left,379,9.303557500,6.280623094,-1.534217828,0.600000000
left,380,9.329163435,6.256148169,-1.523952533,0.600000000
left,381,9.354780675,6.232228584,-1.513890427,0.600000000
left,382,9.380398539,6.208852079,-1.504055026,0.600000000
left,383,9.406006575,6.186006711,-1.494467495,0.600000000
left,384,9.431594660,6.163680745,-1.485146656,0.600000000
left,385,9.457153102,6.141862516,-1.476108995,0.600000000
left,386,9.482672728,6.120540267,-1.467368663,0.600000000
left,387,9.508144963,6.099701974,-1.458937494,0.600000000
left,388,9.533561903,6.079335150,-1.450825008,0.600000000
left,389,9.558916379,6.059426641,-1.443038449,0.600000000
left,390,9.584202008,6.039962418,-1.435582816,0.600000000
left,391,9.609413238,6.020927364,-1.428460927,0.600000000
left,392,9.634545375,6.002305066,-1.421673499,0.600000000
left,393,9.659594612,5.984077617,-1.415219246,0.600000000
left,394,9.684558032,5.966225436,-1.409095012,0.600000000
left,395,9.709433610,5.948727108,-1.403295917,0.600000000
